SalesChannel,WarehouseCode,OrderDate,ShipDate,DeliveryDate,SalesRegion,CustomerName,StoreLocation,ProductName,OrderQuantity,DiscountApplied,UnitPrice,UnitCost
In-Store,WARE-NBV1002,2020-10-08,2020-10-29,2020-11-01,South,Victory Ltd,California,Bean Bags,4,0.05,3879.3,1862.064
Online,WARE-PUJ1005,2020-10-08,2020-10-19,2020-10-24,Midwest,Ohio ,South Carolina,Serveware,5,0.075,1092.1,436.84
In-Store,WARE-NBV1002,2020-10-08,2020-10-25,2020-11-02,West,Nipro ,California,Platters,4,0.2,1775.5,1473.665
Online,WARE-NMK1003,2020-10-08,2020-10-21,2020-10-31,Midwest,WakeFern ,Colorado,Dinnerware,6,0.3,1728.6,933.444
Distributor,WARE-PUJ1005,2020-10-09,2020-10-28,2020-11-02,Northeast,Victory Ltd,Pennsylvania,Furniture Cushions,6,0.075,1112.2,600.588
Distributor,WARE-PUJ1005,2020-10-09,2020-10-31,2020-11-01,Midwest,Ole Group,Tennessee,Floor Lamps,1,0.075,1989.9,1631.718
Distributor,WARE-PUJ1005,2020-10-09,2020-10-17,2020-10-27,Midwest,"PEDIFIX, Corp",South Carolina,Mirrors,8,0.4,3926.2,2316.458
In-Store,WARE-PUJ1005,2020-10-09,2020-11-04,2020-11-14,South,Pure Group,Rhode Island,Candleholders,2,0.075,3852.5,2234.45
In-Store,WARE-NMK1003,2020-10-09,2020-10-23,2020-11-01,Northeast,Pure Group,Iowa,Home Fragrances,8,0.4,837.5,619.75
Online,WARE-UHY1004,2020-10-09,2020-10-25,2020-10-27,South,Mylan Corp,Michigan,Pillows,7,0.1,2271.3,1748.901
Online,WARE-XYS1001,2020-10-09,2020-10-21,2020-10-28,Midwest,Victory Ltd,California,Candleholders,6,0.1,207.7,137.082
Distributor,WARE-PUJ1005,2020-10-09,2020-10-16,2020-10-22,Midwest,Linde ,New York,Rugs,8,0.15,938,731.64
Distributor,WARE-PUJ1005,2020-10-10,2020-10-12,2020-10-13,Northeast,"Exact-Rx, Corp",New York,Floor Lamps,2,0.05,3142.3,1445.458
In-Store,WARE-NMK1003,2020-10-10,2020-10-20,2020-10-26,West,"Elorac, Corp",Indiana,Dinnerware,8,0.1,2458.9,2016.298
Wholesale,WARE-XYS1001,2020-10-10,2020-10-13,2020-10-14,South,ETUDE Ltd,Arizona,Candleholders,8,0.075,3939.6,2718.324
Online,WARE-MKL1006,2020-10-10,2020-10-14,2020-10-22,West,U.S. Ltd,Washington,Dinnerware,1,0.075,1829.1,1280.37
In-Store,WARE-PUJ1005,2020-10-10,2020-10-29,2020-11-08,West,"Apotheca, Ltd",Texas,Outdoor Furniture,5,0.4,964.8,742.896
Distributor,WARE-PUJ1005,2020-10-10,2020-10-27,2020-11-01,South,Rochester Ltd,Oklahoma,Collectibles,5,0.075,1051.9,704.773
Online,WARE-NMK1003,2020-10-10,2020-10-15,2020-10-21,Midwest,Wuxi Group,Georgia,Cocktail Glasses,2,0.15,207.7,149.544
Distributor,WARE-NMK1003,2020-10-10,2020-10-29,2020-11-08,Midwest,Apollo Ltd,Kansas,Clocks,7,0.05,1085.4,651.24
In-Store,WARE-UHY1004,2020-10-10,2020-10-19,2020-10-24,Midwest,Winthrop ,Michigan,Bakeware,4,0.05,690.1,503.773
In-Store,WARE-UHY1004,2020-10-10,2020-10-21,2020-10-28,Northeast,"Elorac, Corp",North Carolina,Wardrobes,1,0.075,1949.7,1072.335
In-Store,WARE-PUJ1005,2020-10-10,2020-11-04,2020-11-13,Midwest,"Apotheca, Ltd",Texas,Baseball,7,0.05,241.2,127.836
Distributor,WARE-NMK1003,2020-10-10,2020-10-28,2020-11-05,Midwest,Mylan Corp,Florida,Wall Frames,7,0.15,2499.1,1499.46
In-Store,WARE-MKL1006,2020-10-10,2020-10-29,2020-11-02,Northeast,WakeFern ,Texas,Rugs,6,0.1,3899.4,2612.598
In-Store,WARE-PUJ1005,2020-10-10,2020-10-16,2020-10-17,South,Dharma Ltd,New York,Wardrobes,2,0.075,1715.2,874.752
In-Store,WARE-PUJ1005,2020-10-11,2020-11-02,2020-11-04,Midwest,Apollo Ltd,Ohio,Baseball,6,0.15,2331.6,1095.852
Distributor,WARE-NMK1003,2020-10-11,2020-11-01,2020-11-02,South,Ole Group,Florida,Platters,7,0.05,991.6,485.884
Online,WARE-PUJ1005,2020-10-11,2020-11-08,2020-11-18,South,ETUDE Ltd,New York,Floral,3,0.05,5936.2,3561.72
Online,WARE-PUJ1005,2020-10-11,2020-11-05,2020-11-15,Northeast,Nipro ,South Carolina,Photo Frames,6,0.15,891.1,623.77
Online,WARE-XYS1001,2020-10-11,2020-11-05,2020-11-14,Northeast,Medsep Group,California,Outdoor Decor,4,0.05,1708.5,1008.015
In-Store,WARE-MKL1006,2020-10-11,2020-10-13,2020-10-16,South,U.S. Ltd,Texas,Rugs,4,0.05,1889.4,963.594
In-Store,WARE-MKL1006,2020-10-11,2020-11-08,2020-11-17,Northeast,Winthrop ,Texas,Rugs,2,0.1,5540.9,2659.632
In-Store,WARE-PUJ1005,2020-10-12,2020-10-25,2020-10-26,Northeast,Ohio ,Tennessee,Bar Tools,5,0.05,6003.2,2401.28
Distributor,WARE-NMK1003,2020-10-12,2020-10-16,2020-10-26,Midwest,Avon Corp,Florida,Bathroom Furniture,1,0.1,864.3,656.868
Wholesale,WARE-NMK1003,2020-10-12,2020-10-17,2020-10-21,Northeast,Apollo Ltd,Colorado,Mirrors,5,0.05,1092.1,502.366
Online,WARE-UHY1004,2020-10-13,2020-10-15,2020-10-23,West,S.S.S. Group,North Carolina,Table Linens,8,0.05,2452.2,1814.628
Online,WARE-MKL1006,2020-10-13,2020-11-10,2020-11-16,Midwest,AuroMedics Corp,Washington,Cocktail Glasses,2,0.15,207.7,176.545
Online,WARE-NMK1003,2020-10-13,2020-11-08,2020-11-13,South,"Exact-Rx, Corp",Florida,Table Linens,2,0.1,5313.1,2815.943
In-Store,WARE-NMK1003,2020-10-13,2020-10-26,2020-11-05,West,Dharma Ltd,Connecticut,Festive,5,0.1,1132.3,826.579
Distributor,WARE-PUJ1005,2020-10-13,2020-11-09,2020-11-11,Midwest,Rochester Ltd,New York,Bar Tools,3,0.05,3953,1699.79
In-Store,WARE-NBV1002,2020-10-13,2020-10-17,2020-10-20,Northeast,O.E. Ltd,California,Clocks,2,0.05,5440.4,4461.128
In-Store,WARE-NMK1003,2020-10-13,2020-11-04,2020-11-09,Northeast,U.S. Ltd,Illinois,Bakeware,3,0.05,1011.7,829.594
In-Store,WARE-MKL1006,2020-10-13,2020-10-23,2020-10-30,Midwest,AuroMedics Corp,Texas,Pendants,8,0.4,716.9,508.999
In-Store,WARE-NMK1003,2020-10-13,2020-11-06,2020-11-11,Midwest,Winthrop ,Louisiana,Bedroom Furniture,6,0.2,207.7,153.698
In-Store,WARE-MKL1006,2020-10-13,2020-10-23,2020-11-01,Midwest,Victory Ltd,Washington,Table Lamps,6,0.075,3839.1,2303.46
In-Store,WARE-UHY1004,2020-10-13,2020-10-15,2020-10-17,South,Trigen ,North Carolina,Baseball,4,0.075,3383.5,2774.47
In-Store,WARE-XYS1001,2020-10-14,2020-10-27,2020-11-04,South,Bare ,California,Bedroom Furniture,3,0.15,857.6,445.952
Online,WARE-XYS1001,2020-10-14,2020-10-19,2020-10-23,West,"PEDIFIX, Corp",California,Cocktail Glasses,8,0.1,730.3,496.604
Wholesale,WARE-XYS1001,2020-10-14,2020-11-07,2020-11-09,West,Dharma Ltd,California,Outdoor Decor,1,0.075,1902.8,1065.568
In-Store,WARE-PUJ1005,2020-10-14,2020-10-23,2020-11-02,South,Avon Corp,Oklahoma,Candleholders,4,0.2,2994.9,2455.818
In-Store,WARE-NMK1003,2020-10-14,2020-10-23,2020-10-24,Midwest,Niconovum Corp,Iowa,Wall Frames,8,0.075,3986.5,2072.98
In-Store,WARE-PUJ1005,2020-10-14,2020-10-16,2020-10-24,West,Ei ,Texas,TV and video,2,0.4,770.5,562.465
Online,WARE-XYS1001,2020-10-15,2020-10-22,2020-10-31,West,OUR Ltd,Arizona,Outdoor Decor,2,0.05,3966.4,2974.8
Online,WARE-PUJ1005,2020-10-15,2020-11-02,2020-11-05,South,Bare ,Ohio,Pendants,3,0.075,944.7,651.843
Distributor,WARE-NMK1003,2020-10-15,2020-10-20,2020-10-24,Midwest,Pacific Ltd,Colorado,Pillows,1,0.15,911.2,537.608
Distributor,WARE-XYS1001,2020-10-15,2020-10-17,2020-10-21,Northeast,Ei ,California,Wine Storage,3,0.1,2519.2,1662.672
Distributor,WARE-NMK1003,2020-10-15,2020-10-18,2020-10-22,South,"Exact-Rx, Corp",Florida,Vanities,3,0.05,241.2,154.368
Online,WARE-NMK1003,2020-10-15,2020-10-26,2020-10-30,Midwest,21st Ltd,Florida,Computers,4,0.15,1768.8,1238.16
Distributor,WARE-NMK1003,2020-10-15,2020-11-02,2020-11-05,Northeast,Victory Ltd,Indiana,Outdoor Decor,1,0.075,1118.9,839.175
Online,WARE-PUJ1005,2020-10-15,2020-11-11,2020-11-21,Midwest,"PEDIFIX, Corp",Oklahoma,Accessories,3,0.15,1232.8,813.648
Online,WARE-NMK1003,2020-10-15,2020-10-31,2020-11-07,West,Medsep Group,Colorado,Pendants,6,0.075,3819,2902.44
Distributor,WARE-PUJ1005,2020-10-15,2020-10-26,2020-10-28,Midwest,21st Ltd,Texas,Festive,6,0.05,3919.5,2508.48
Wholesale,WARE-XYS1001,2020-10-15,2020-10-25,2020-11-01,Northeast,Ei ,California,Wine Storage,2,0.2,3028.4,1907.892
Distributor,WARE-XYS1001,2020-10-15,2020-11-06,2020-11-08,South,"Fenwal, Corp",California,Cocktail Glasses,1,0.3,227.8,157.182
Wholesale,WARE-MKL1006,2020-10-15,2020-11-07,2020-11-08,Northeast,AuroMedics Corp,Texas,Festive,8,0.05,1882.7,1581.468
Distributor,WARE-UHY1004,2020-10-16,2020-10-29,2020-11-07,Midwest,Prasco Group,Massachusetts,Cocktail Glasses,6,0.4,864.3,363.006
Distributor,WARE-NMK1003,2020-10-16,2020-11-11,2020-11-14,South,"Apotheca, Ltd",Connecticut,Basketball,1,0.05,2800.6,2380.51
In-Store,WARE-NMK1003,2020-10-16,2020-11-03,2020-11-04,West,Procter Corp,Kansas,Wreaths,7,0.075,1125.6,596.568
Online,WARE-NBV1002,2020-10-16,2020-10-31,2020-11-05,Midwest,Capweld ,California,Bar Tools,8,0.05,5889.3,4711.44
Online,WARE-PUJ1005,2020-10-16,2020-11-04,2020-11-12,South,Ei ,Texas,Outdoor Decor,4,0.05,1045.2,846.612
In-Store,WARE-XYS1001,2020-10-16,2020-10-23,2020-10-28,West,Rochester Ltd,Arizona,Bean Bags,1,0.075,5071.9,4311.115
Online,WARE-UHY1004,2020-10-16,2020-10-24,2020-10-31,South,"Fenwal, Corp",Massachusetts,Audio,4,0.15,2358.4,1815.968
Online,WARE-NMK1003,2020-10-17,2020-11-02,2020-11-05,West,"PEDIFIX, Corp",Indiana,Wreaths,4,0.075,1909.5,801.99
Online,WARE-XYS1001,2020-10-17,2020-10-23,2020-10-30,West,Trigen ,Arizona,Blankets,3,0.2,884.4,548.328
In-Store,WARE-UHY1004,2020-10-17,2020-10-23,2020-11-01,South,OHTA'S Corp,Massachusetts,Vases,7,0.4,944.7,472.35
Distributor,WARE-NBV1002,2020-10-17,2020-10-28,2020-11-04,Northeast,Winthrop ,California,Bean Bags,8,0.05,3658.2,2487.576
In-Store,WARE-NMK1003,2020-10-18,2020-11-11,2020-11-18,South,Ascend Ltd,Colorado,Stemware,5,0.05,730.3,452.786
In-Store,WARE-XYS1001,2020-10-18,2020-10-24,2020-11-03,Northeast,OUR Ltd,California,Bean Bags,3,0.1,3852.5,3082
In-Store,WARE-PUJ1005,2020-10-18,2020-10-27,2020-11-03,Northeast,Nipro ,Texas,Cookware,1,0.2,1045.2,449.436
In-Store,WARE-XYS1001,2020-10-18,2020-10-31,2020-11-01,South,Rochester Ltd,California,Table Lamps,8,0.075,1896.1,796.362
Online,WARE-MKL1006,2020-10-18,2020-10-22,2020-10-27,West,21st Ltd,Texas,Wreaths,2,0.1,1045.2,637.572
In-Store,WARE-PUJ1005,2020-10-18,2020-11-04,2020-11-10,Northeast,Uriel Group,Texas,Ornaments,7,0.3,1112.2,633.954
In-Store,WARE-NMK1003,2020-10-18,2020-11-01,2020-11-10,West,Dharma Ltd,Illinois,Baseball,4,0.1,1025.1,717.57
In-Store,WARE-XYS1001,2020-10-18,2020-10-23,2020-10-26,Northeast,"Elorac, Corp",Arkansas,Cocktail Glasses,2,0.1,1011.7,556.435
Online,WARE-NBV1002,2020-10-18,2020-11-06,2020-11-08,Midwest,Winthrop ,California,Wall Coverings,3,0.15,3892.7,2763.817
In-Store,WARE-UHY1004,2020-10-18,2020-10-20,2020-10-24,Northeast,"Fenwal, Corp",Michigan,Dinnerware,4,0.075,2338.3,1823.874
Distributor,WARE-PUJ1005,2020-10-19,2020-11-01,2020-11-02,Midwest,AuroMedics Corp,New York,Stemware,6,0.4,227.8,102.51
In-Store,WARE-PUJ1005,2020-10-19,2020-10-22,2020-10-23,West,Medsep Group,Texas,Furniture Cushions,5,0.05,1078.7,765.877
In-Store,WARE-NMK1003,2020-10-19,2020-11-13,2020-11-23,West,U.S. Ltd,Kentucky,Basketball,8,0.075,1038.5,747.72
Wholesale,WARE-NMK1003,2020-10-19,2020-10-21,2020-10-22,South,ETUDE Ltd,Connecticut,Blankets,5,0.4,3296.4,2340.444
Online,WARE-UHY1004,2020-10-19,2020-11-03,2020-11-11,South,Nipro ,New York,Floral,4,0.15,1038.5,425.785
Online,WARE-MKL1006,2020-10-19,2020-11-13,2020-11-14,West,Wuxi Group,Texas,Mirrors,1,0.1,2592.9,2100.249
Wholesale,WARE-PUJ1005,2020-10-20,2020-10-30,2020-11-06,South,Wuxi Group,New York,Cocktail Glasses,5,0.2,2425.4,1600.764
Online,WARE-PUJ1005,2020-10-20,2020-10-26,2020-11-04,Midwest,Apollo Ltd,Texas,Basketball,3,0.15,5078.6,4113.666
Wholesale,WARE-PUJ1005,2020-10-20,2020-10-25,2020-11-04,South,Ascend Ltd,Ohio,Wreaths,1,0.075,1065.3,543.303
In-Store,WARE-UHY1004,2020-10-20,2020-11-17,2020-11-22,West,Rochester Ltd,North Carolina,Bakeware,8,0.1,1762.1,1444.922
In-Store,WARE-MKL1006,2020-10-20,2020-10-30,2020-11-03,Midwest,Prasco Group,Virginia,Furniture Cushions,2,0.05,2599.6,1819.72
Wholesale,WARE-XYS1001,2020-10-20,2020-11-10,2020-11-18,Northeast,"Exact-Rx, Corp",California,Vases,8,0.2,2646.5,1482.04
Online,WARE-NMK1003,2020-10-20,2020-10-30,2020-11-04,Midwest,Dharma Ltd,Louisiana,Bar Tools,6,0.1,951.4,780.148
Distributor,WARE-XYS1001,2020-10-21,2020-11-06,2020-11-11,Midwest,WakeFern ,Arizona,Clocks,3,0.075,2432.1,1970.001
Online,WARE-MKL1006,2020-10-21,2020-11-03,2020-11-11,West,WakeFern ,Texas,Collectibles,7,0.4,5916.1,4673.719
In-Store,WARE-NBV1002,2020-10-21,2020-10-30,2020-11-09,South,Procter Corp,California,Outdoor Furniture,1,0.05,1139,694.79
In-Store,WARE-UHY1004,2020-10-21,2020-11-02,2020-11-03,West,Burt's Corp,New Mexico,Bathroom Furniture,8,0.05,2546,1884.04
In-Store,WARE-MKL1006,2020-10-21,2020-10-31,2020-11-06,Northeast,Dharma Ltd,Virginia,Serveware,7,0.05,931.3,530.841
In-Store,WARE-NMK1003,2020-10-21,2020-11-08,2020-11-11,South,Nipro ,Georgia,Cocktail Glasses,1,0.075,3953,3360.05
Online,WARE-NBV1002,2020-10-21,2020-11-09,2020-11-12,West,Wuxi Group,California,Bathroom Furniture,6,0.15,3068.6,2454.88
Online,WARE-PUJ1005,2020-10-21,2020-10-30,2020-11-01,West,Pure Group,Texas,Bathroom Furniture,1,0.15,944.7,566.82
Online,WARE-NBV1002,2020-10-21,2020-11-13,2020-11-19,South,Trigen ,California,Bakeware,1,0.1,1239.5,842.86
In-Store,WARE-PUJ1005,2020-10-21,2020-10-30,2020-11-07,Midwest,OUR Ltd,Ohio,Dining Furniture,3,0.05,2338.3,1286.065
In-Store,WARE-XYS1001,2020-10-21,2020-10-27,2020-11-06,Northeast,21st Ltd,California,Festive,5,0.075,2445.5,1760.76
In-Store,WARE-XYS1001,2020-10-21,2020-10-28,2020-11-07,West,S.S.S. Group,California,Wreaths,5,0.05,214.4,145.792
In-Store,WARE-NBV1002,2020-10-22,2020-11-16,2020-11-21,Northeast,Qualitest ,California,Floral,8,0.05,877.7,561.728
In-Store,WARE-NBV1002,2020-10-22,2020-10-30,2020-11-03,West,Qualitest ,California,Bakeware,4,0.075,2398.6,1703.006
In-Store,WARE-MKL1006,2020-10-22,2020-10-26,2020-11-02,Midwest,Winthrop ,Utah,Wreaths,4,0.05,3999.9,2919.927
In-Store,WARE-PUJ1005,2020-10-22,2020-10-30,2020-11-02,Midwest,Burt's Corp,New York,Rugs,8,0.4,2412,1664.28
Online,WARE-NMK1003,2020-10-22,2020-11-14,2020-11-18,Midwest,Linde ,Illinois,Computers,3,0.05,2981.5,1759.085
Online,WARE-UHY1004,2020-10-22,2020-11-01,2020-11-02,West,Ole Group,Maryland,Festive,1,0.15,2351.7,1293.435
Online,WARE-XYS1001,2020-10-22,2020-10-24,2020-10-25,West,"Apotheca, Ltd",California,Festive,5,0.075,1943,796.63
Online,WARE-NMK1003,2020-10-22,2020-10-24,2020-10-26,West,Burt's Corp,Illinois,Dining Furniture,5,0.15,696.8,292.656
Online,WARE-NBV1002,2020-10-23,2020-10-31,2020-11-01,Midwest,Apollo Ltd,California,Home Fragrances,7,0.075,1051.9,557.507
Online,WARE-NMK1003,2020-10-23,2020-11-19,2020-11-20,West,Niconovum Corp,Connecticut,Wall Frames,6,0.15,4020,2653.2
In-Store,WARE-MKL1006,2020-10-23,2020-11-04,2020-11-12,Midwest,Eminence Corp,Utah,Bathroom Furniture,7,0.075,1045.2,836.16
Distributor,WARE-XYS1001,2020-10-23,2020-10-30,2020-11-03,South,WakeFern ,California,Photo Frames,6,0.15,750.4,637.84
Wholesale,WARE-UHY1004,2020-10-23,2020-11-10,2020-11-13,West,"PEDIFIX, Corp",North Carolina,Table Linens,5,0.075,1192.6,644.004
Online,WARE-UHY1004,2020-10-23,2020-11-07,2020-11-14,West,OHTA'S Corp,North Carolina,Cookware,3,0.4,3959.7,2098.641
Distributor,WARE-PUJ1005,2020-10-23,2020-10-31,2020-11-07,Midwest,Ole Group,Texas,Bakeware,6,0.05,1996.6,1417.586
Wholesale,WARE-PUJ1005,2020-10-23,2020-11-15,2020-11-22,South,Dharma Ltd,Ohio,Outdoor Decor,3,0.05,837.5,711.875
In-Store,WARE-UHY1004,2020-10-23,2020-11-06,2020-11-16,West,Ei ,New Mexico,Candles,8,0.1,1909.5,1145.7
Distributor,WARE-PUJ1005,2020-10-23,2020-10-25,2020-11-01,South,"Exact-Rx, Corp",Texas,Wall Frames,7,0.075,1011.7,799.243
In-Store,WARE-NMK1003,2020-10-23,2020-11-07,2020-11-16,Midwest,OHTA'S Corp,Connecticut,Dining Furniture,6,0.05,1695.1,983.158
In-Store,WARE-NBV1002,2020-10-24,2020-11-19,2020-11-21,West,Mylan Corp,California,Wine Storage,2,0.15,1701.8,1412.494
Distributor,WARE-UHY1004,2020-10-24,2020-11-05,2020-11-08,South,Medline ,Montana,Blankets,4,0.2,964.8,588.528
Distributor,WARE-UHY1004,2020-10-24,2020-11-11,2020-11-15,Midwest,Medsep Group,Louisiana,Wardrobes,1,0.05,3557.7,1814.427
Online,WARE-XYS1001,2020-10-24,2020-11-06,2020-11-10,West,Trigen ,California,Clocks,3,0.3,3035.1,1335.444
Wholesale,WARE-PUJ1005,2020-10-24,2020-10-31,2020-11-06,South,Bare ,Texas,Bathroom Furniture,3,0.05,1031.8,650.034
Wholesale,WARE-MKL1006,2020-10-24,2020-10-30,2020-11-06,Northeast,Pacific Ltd,Virginia,Table Lamps,1,0.1,1179.2,554.224
Online,WARE-PUJ1005,2020-10-24,2020-10-26,2020-11-02,Midwest,21st Ltd,New York,Bakeware,4,0.4,5648.1,3501.822
Distributor,WARE-XYS1001,2020-10-24,2020-11-10,2020-11-15,Midwest,Procter Corp,California,Wall Coverings,1,0.2,2519.2,1914.592
In-Store,WARE-MKL1006,2020-10-25,2020-11-04,2020-11-06,South,Rochester Ltd,Texas,Bean Bags,5,0.05,1782.2,1051.498
Wholesale,WARE-XYS1001,2020-10-25,2020-10-29,2020-11-03,South,Sundial ,California,Platters,7,0.05,3758.7,2706.264
Online,WARE-PUJ1005,2020-10-25,2020-10-31,2020-11-10,West,Medsep Group,Texas,Bathroom Furniture,7,0.075,1139,592.28
Online,WARE-NMK1003,2020-10-25,2020-10-27,2020-11-01,Midwest,Medline ,Indiana,Floral,6,0.1,254.6,157.852
In-Store,WARE-NMK1003,2020-10-25,2020-11-06,2020-11-07,West,Sundial ,Indiana,Festive,1,0.4,1929.6,1138.464
In-Store,WARE-NBV1002,2020-10-25,2020-11-12,2020-11-16,Midwest,OHTA'S Corp,California,Bedroom Furniture,4,0.075,3879.3,2366.373
Online,WARE-PUJ1005,2020-10-25,2020-11-20,2020-11-30,Midwest,Medline ,New York,Wreaths,2,0.15,2351.7,1787.292
In-Store,WARE-NMK1003,2020-10-25,2020-11-22,2020-11-30,South,"3LAB, Ltd",Connecticut,Outdoor Furniture,7,0.075,1139,763.13
In-Store,WARE-NMK1003,2020-10-25,2020-11-21,2020-11-23,South,Procter Corp,Illinois,TV and video,1,0.075,2010,1005
Online,WARE-PUJ1005,2020-10-25,2020-11-07,2020-11-17,South,OHTA'S Corp,Texas,Mirrors,5,0.05,1172.5,961.45
Online,WARE-NMK1003,2020-10-25,2020-11-13,2020-11-19,Northeast,Wuxi Group,Kentucky,Wardrobes,5,0.075,1333.3,533.32
In-Store,WARE-XYS1001,2020-10-26,2020-11-22,2020-11-27,Northeast,"Exact-Rx, Corp",Arizona,Table Lamps,8,0.075,5246.1,3042.738
In-Store,WARE-XYS1001,2020-10-26,2020-11-18,2020-11-27,Midwest,Prasco Group,Arizona,Ornaments,1,0.1,1159.1,869.325
Online,WARE-XYS1001,2020-10-26,2020-11-05,2020-11-11,South,Trigen ,California,Candleholders,6,0.1,2921.2,2307.748
In-Store,WARE-NMK1003,2020-10-26,2020-10-31,2020-11-05,Midwest,"Elorac, Corp",Illinois,Wreaths,7,0.15,5165.7,4235.874
Online,WARE-NMK1003,2020-10-26,2020-10-29,2020-10-30,West,"Apotheca, Ltd",Louisiana,Bar Tools,8,0.3,6291.3,5158.866
Online,WARE-PUJ1005,2020-10-26,2020-11-04,2020-11-14,South,OHTA'S Corp,Texas,Candles,4,0.075,1869.3,1345.896
Wholesale,WARE-NMK1003,2020-10-26,2020-11-02,2020-11-12,South,Trigen ,Kansas,Table Linens,8,0.15,3959.7,2930.178
Wholesale,WARE-NMK1003,2020-10-26,2020-11-21,2020-11-23,South,Medsep Group,Florida,Bar Tools,8,0.4,2371.8,1209.618
In-Store,WARE-UHY1004,2020-10-26,2020-11-15,2020-11-22,South,"3LAB, Ltd",Nebraska,Bedroom Furniture,8,0.075,221.1,90.651
Online,WARE-UHY1004,2020-10-27,2020-11-08,2020-11-09,South,Mylan Corp,New Jersey,Basketball,8,0.2,201,102.51
Distributor,WARE-NBV1002,2020-10-27,2020-11-01,2020-11-07,Midwest,Nipro ,California,Vanities,8,0.1,174.2,120.198
Wholesale,WARE-UHY1004,2020-10-27,2020-11-18,2020-11-26,Northeast,Avon Corp,Minnesota,Baseball,1,0.05,1989.9,1114.344
Online,WARE-NMK1003,2020-10-27,2020-11-08,2020-11-17,Midwest,Eminence Corp,Florida,Phones,6,0.05,2566.1,1950.236
Wholesale,WARE-NMK1003,2020-10-27,2020-11-11,2020-11-14,Northeast,Nipro ,Florida,Candles,2,0.075,1112.2,500.49
In-Store,WARE-PUJ1005,2020-10-27,2020-11-06,2020-11-09,West,Capweld ,Texas,Floor Lamps,4,0.05,1708.5,1383.885
In-Store,WARE-NMK1003,2020-10-27,2020-11-07,2020-11-13,Northeast,Burt's Corp,Illinois,Accessories,3,0.2,924.6,499.284
Online,WARE-NMK1003,2020-10-27,2020-11-01,2020-11-08,South,Nipro ,Colorado,Baseball,3,0.075,3899.4,3275.496
Online,WARE-NMK1003,2020-10-27,2020-11-13,2020-11-19,West,AuroMedics Corp,Colorado,Bar Tools,3,0.2,1118.9,850.364
Distributor,WARE-UHY1004,2020-10-28,2020-11-02,2020-11-06,Midwest,Victory Ltd,Maryland,Stemware,6,0.075,683.4,444.21
Distributor,WARE-NMK1003,2020-10-28,2020-11-17,2020-11-26,Midwest,Ei ,Illinois,Bedroom Furniture,1,0.075,5333.2,2986.592
Online,WARE-NBV1002,2020-10-28,2020-11-22,2020-12-02,West,"Exact-Rx, Corp",California,Floral,2,0.05,1748.7,1381.473
Distributor,WARE-MKL1006,2020-10-28,2020-11-03,2020-11-11,Midwest,"Exact-Rx, Corp",Texas,Bathroom Furniture,8,0.05,221.1,101.706
Distributor,WARE-NMK1003,2020-10-28,2020-11-15,2020-11-19,Midwest,OUR Ltd,Florida,Mirrors,5,0.1,1681.7,1227.641
In-Store,WARE-XYS1001,2020-10-28,2020-11-14,2020-11-23,Northeast,Winthrop ,Arizona,Dinnerware,1,0.05,817.4,531.31
Online,WARE-XYS1001,2020-10-28,2020-11-14,2020-11-19,West,Llorens Ltd,California,Phones,7,0.075,964.8,578.88
In-Store,WARE-UHY1004,2020-10-28,2020-11-03,2020-11-13,Northeast,Bare ,North Carolina,Wreaths,4,0.15,978.2,401.062
Distributor,WARE-NMK1003,2020-10-28,2020-11-05,2020-11-12,South,Eminence Corp,Colorado,Bakeware,2,0.05,4006.6,2043.366
In-Store,WARE-UHY1004,2020-10-29,2020-11-26,2020-12-03,South,"Fenwal, Corp",Louisiana,Mirrors,7,0.05,1038.5,695.795
Online,WARE-NBV1002,2020-10-29,2020-11-23,2020-12-01,Midwest,E. Ltd,California,Dinnerware,7,0.1,2452.2,1741.062
Distributor,WARE-PUJ1005,2020-10-29,2020-11-18,2020-11-21,South,Llorens Ltd,Texas,Dining Furniture,5,0.1,1708.5,1042.185
Wholesale,WARE-UHY1004,2020-10-29,2020-11-04,2020-11-14,South,Nipro ,North Carolina,Wreaths,1,0.075,5969.7,4417.578
Distributor,WARE-NMK1003,2020-10-29,2020-11-01,2020-11-02,West,"3LAB, Ltd",Indiana,Pendants,6,0.075,1902.8,761.12
In-Store,WARE-NBV1002,2020-10-29,2020-11-07,2020-11-09,West,Weimei Corp,California,Platters,6,0.1,2479,1041.18
Online,WARE-XYS1001,2020-10-29,2020-11-04,2020-11-07,West,O.E. Ltd,California,Platters,3,0.2,3289.7,2500.172
Online,WARE-UHY1004,2020-10-29,2020-10-31,2020-11-09,South,Victory Ltd,New Jersey,Collectibles,6,0.2,1078.7,787.451
In-Store,WARE-MKL1006,2020-10-30,2020-11-04,2020-11-05,Northeast,Capweld ,Washington,Stemware,7,0.05,2626.4,1680.896
Online,WARE-NMK1003,2020-10-30,2020-11-27,2020-12-07,South,Ole Group,Iowa,Collectibles,7,0.15,5487.3,3292.38
In-Store,WARE-NBV1002,2020-10-30,2020-11-02,2020-11-11,Midwest,"Elorac, Corp",California,Sculptures,2,0.075,2639.8,1293.502
Online,WARE-XYS1001,2020-10-30,2020-11-15,2020-11-24,Midwest,U.S. Ltd,California,Ornaments,2,0.15,1165.8,512.952
Online,WARE-NMK1003,2020-10-30,2020-11-27,2020-11-29,West,AuroMedics Corp,Connecticut,Vases,2,0.05,1092.1,797.233
